id,createdAt,textTranslated.en,rawPredictions,themeIdsReviewed,themeIdsSystem,themeIdsUser,themeIdsSystemFalseNegatives,themeIdsSystemFalsePositives,issueIdsReviewed,issueIdsSystem,issueIdsUser,issueIdsSystemFalseNegatives,issueIdsSystemFalsePositives,sentimentReviewed,sentimentSystem,sentimentUser,sentimentSystemFalseNegatives,sentimentSystemFalsePositives
ee5e4a26-25be-4c3b-b20e-e40656d002b3,2023-09-25T14:29:30.888Z,"This disease really devastates people too much!!! But we don't talk about it enough!!!!
I lost a friend even last week 💔💔",,"symptoms-severity,case-reporting","rfi,symptoms-severity","symptoms-severity,case-reporting",case-reporting,rfi,dengue,,dengue,dengue,,negative,negative,,,
47c209d3-8f4f-4439-aeb0-404886ec105b,2023-09-25T14:28:54.088Z,"This disease is really taking its toll these days 💔, speedy recovery to the sick and thank you again doctor 🙏🙏🙏",,symptoms-severity,"rfi,symptoms-severity",symptoms-severity,,rfi,dengue,,dengue,dengue,,positive,positive,,,
eb9a8819-046c-47f9-91ac-8edf84df2c7f,2023-09-25T14:07:02.883Z,"Chief Chikumbu of Mulanje District has dissolved two churches in his area that have been preventing his people from receiving hospital aid.
The king said this today at the ceremony to launch the polio vaccination campaign, for the second part of this year, in the state.
They said they will deal with anyone who spreads false news about the vaccine.
The health director of the district, Dr. Stalin Zinkanda, has asked the people of the district to get their children vaccinated.
Mr Zinkanda said it is expected to reach 388,000 children between the ages of 0 and 15.
By Grecium Gama.",,"vaccine-efficacy,religious-practices","vaccine-efficacy,treatment,rfi,capacity,conspiracy,prevention-collective,stigmatization,case-reporting,bioweapon,alternative-cures","vaccine-efficacy,religious-practices",religious-practices,"treatment,rfi,capacity,conspiracy,prevention-collective,stigmatization,case-reporting,bioweapon,alternative-cures",polio,polio,,,,positive,positive,,,
4a6511b2-5256-4ce6-a2f4-e3bee811a2d3,2023-09-25T14:11:07.473Z,"TO VACCINATE OR NOT?

The second phase of the polio vaccination campaign has ended with success stories being reported from most parts of the country. In some parts of Mulanje however, entire families are reported to have refused to be vaccinated due to religious and traditional beliefs. This resulted in two churches being closed forthwith on instructions from Senior Chief Chikumbu. Members of the closed churches have cried foul, claiming that their rights are being violated.",,"religious-practices,vaccine-efficacy","case-reporting,religious-practices,stigmatization,vaccine-side-effects","religious-practices,vaccine-efficacy",vaccine-efficacy,"case-reporting,stigmatization,vaccine-side-effects",polio,polio,,,,negative,negative,,,
192704c1-3093-448c-9d9f-ac77001acf3c,2023-09-20T21:12:22.660Z,"The Crazy patient (Dengue) After Aïcha is trembling in the hospital and Patient 5M, We received the Crazy patient (who suffers from Dengue) at this time when dengue is rampant. Available tomorrow 3 p.m. With El Presidente 226 Kady Wendpouiré Loukman Autopsy Papa Gloire..and many others | Photos from Dr Abdallah's post",,"case-reporting,capacity,symptoms-severity","case-reporting,rfi,conspiracy,capacity,prevention-collective","case-reporting,capacity,symptoms-severity",symptoms-severity,"rfi,conspiracy,prevention-collective",dengue,dengue,,,,,,,,
4ad0f6ca-72ac-416d-9d26-336434510afd,2023-09-20T21:12:26.613Z,"⭕️When you suffer from #DENGUE 🦟, you should eat fruits and vegetables such as oranges, tangerines, lemons, pineapples or even carrots... or rather juices without forgetting to drink enough water! This will boost your body!",,"alternative-cures,treatment","alternative-cures,stigmatization","alternative-cures,treatment",treatment,stigmatization,dengue,dengue,,,,positive,positive,,,
c47a4b0a-3310-4004-b6c1-946bb9206425,2023-09-20T21:09:35.105Z,"CURE STAPHYLOCOCCUS AND WEAK ERECTION WITH OUR ADVANCED MEDICINE! https://wa.me/message/5ZDZ7XPGLFAUN1 We offer solutions for ULCER, PILE, HPV, HERPS, FIBROID & PROSTATE too. 👉🏽Jalin honey 👉🏽samsu oil 👉🏽Ultimate maca 👉🏽Long jack #infections #infertility #staphylococcus #viralpost #jalin",,alternative-cures,"treatment,rfi,alternative-cures,symptoms-severity,case-reporting,variants",alternative-cures,,"treatment,rfi,symptoms-severity,case-reporting,variants","hpv,herpes",hpv,"hpv,herpes",herpes,,negative,negative,,,
7ab83440-bf09-470c-b495-bf0dd5f786cc,2023-09-27T10:33:40.050Z,covid turns your hair blue,,vaccine-side-effects,"rfi,conspiracy,prevention-collective,symptoms-severity,treatment",vaccine-side-effects,vaccine-side-effects,"rfi,conspiracy,prevention-collective,symptoms-severity,treatment",covid-19,covid-19,,,,negative,negative,,,
6fb14f2a-b60c-4f8c-af31-353708ee80ae,2023-09-27T11:40:46.143Z,the covid vaccine turns your hairs ,,vaccine-side-effects,"vaccine-side-effects,vaccine-efficacy,rfi,prevention-collective,treatment,conspiracy",vaccine-side-effects,,"vaccine-efficacy,rfi,prevention-collective,treatment,conspiracy",covid-19,covid-19,,,,negative,negative,,,
205f5739-8d48-490e-a422-873373fa33e3,2023-10-04T03:36:33.325Z,"Lazy thinking. Do you know the percentage efficacy of the existing malaria vaccine?

Why should there be vaccines for Africans and not for everyone?

Africa survived covid-19 despite vaccine inequality so there's nothing new from white messiah complex","{""field"":""sentiment"",""confidence"":""0.85"",""id"":""negative"",""label"":""negative""},[{""field"":""themeIds"",""confidence"":0.99,""id"":""stigmatization"",""label"":""Affected Groups & Stigmatization""},{""field"":""themeIds"",""confidence"":0.99,""id"":""rfi"",""label"":""request for help or information, request for medical explanation""},{""field"":""themeIds"",""confidence"":0.98,""id"":""conspiracy"",""label"":""conspiracy, nefarious plots""},{""field"":""themeIds"",""confidence"":0.95,""id"":""vaccine-side-effects"",""label"":""Vaccine Side Effects""},{""field"":""themeIds"",""confidence"":0.93,""id"":""medical-exploitation"",""label"":""medical exploitation, experimental treatments, expired medicine, guinea pigs""},{""field"":""themeIds"",""confidence"":0.81,""id"":""media-bias"",""label"":""media slant and bias, fake news""},{""field"":""themeIds"",""confidence"":0.65,""id"":""religious-practices"",""label"":""religious belief, religious leaders, cultural practices""},{""field"":""themeIds"",""confidence"":0.57,""id"":""case-reporting"",""label"":""Case Reporting""},{""field"":""themeIds"",""confidence"":0.53,""id"":""vaccine-efficacy"",""label"":""vaccine efficacy, vaccine safety""},{""field"":""themeIds"",""confidence"":0.47,""id"":""symptoms-severity"",""label"":""Symptoms, Transmission & Severity""},{""field"":""themeIds"",""confidence"":0.43,""id"":""alternative-cures"",""label"":""alternative cures, herbal remedies, home remedies, healers and healing""},{""field"":""themeIds"",""confidence"":0.35,""id"":""variants"",""label"":""disease variants, disease genetic modifications""},{""field"":""themeIds"",""confidence"":0.27,""id"":""prevention-individual"",""label"":""individual prevention, non-pharmaceutical interventions, quarantine, face masks, hand washing""},{""field"":""themeIds"",""confidence"":0.22,""id"":""capacity"",""label"":""capacity of public health system (hospitals, doctors, governments, aid)""},{""field"":""themeIds"",""confidence"":0.11,""id"":""bioweapon"",""label"":""bioligical weapon, chemical agent""},{""field"":""themeIds"",""confidence"":0.1,""id"":""corruption"",""label"":""corruption, economic exploitation, profiteering, extortion""}]","medical-exploitation,vaccine-efficacy","stigmatization,rfi,conspiracy","medical-exploitation,vaccine-efficacy","medical-exploitation,vaccine-efficacy","stigmatization,rfi,conspiracy","covid-19,malaria","covid-19,malaria",,,,negative,negative,,,
56147289-3387-4b22-9223-5a279c6d78d8,2023-10-04T03:31:59.899Z,"CHOLERA RESURFACES IN DOUALA

The report revolved around the demise of a patient within the community, an
event that triggered concern among the residents. The neighbors urged the
wife to consider relocating, fearing that her presence might pose a risk of
contagion to the entire locality, which raises concerns of stigmatization and
show information gaps about how cholera spreads","[{""field"":""themeIds"",""confidence"":0.99,""id"":""case-reporting"",""label"":""Case Reporting""},{""field"":""themeIds"",""confidence"":0.99,""id"":""stigmatization"",""label"":""Affected Groups & Stigmatization""},{""field"":""themeIds"",""confidence"":0.88,""id"":""rfi"",""label"":""request for help or information, request for medical explanation""},{""field"":""themeIds"",""confidence"":0.85,""id"":""conspiracy"",""label"":""conspiracy, nefarious plots""},{""field"":""themeIds"",""confidence"":0.82,""id"":""media-bias"",""label"":""media slant and bias, fake news""},{""field"":""themeIds"",""confidence"":0.33,""id"":""alternative-cures"",""label"":""alternative cures, herbal remedies, home remedies, healers and healing""},{""field"":""themeIds"",""confidence"":0.16,""id"":""prevention-collective"",""label"":""collective prevention, lockdowns, travel bans, travel restrictions""},{""field"":""themeIds"",""confidence"":0.12,""id"":""medical-exploitation"",""label"":""medical exploitation, experimental treatments, expired medicine, guinea pigs""},{""field"":""themeIds"",""confidence"":0.11,""id"":""religious-practices"",""label"":""religious belief, religious leaders, cultural practices""}],{""field"":""sentiment"",""confidence"":""0.85"",""id"":""negative"",""label"":""negative""}","case-reporting,stigmatization,rfi","case-reporting,stigmatization,rfi",,,,cholera,cholera,,,,negative,negative,,,
49e1e3f7-12c8-483a-abdc-3519eefd91c8,2023-10-03T10:27:49.101Z,"Is Bill Gates responsible for diphtheria outbreak in Nigeria?

Since Gates had recently visited Nigeria, many linked the news of the outbreak to the visit of the philanthropist and founder of Microsoft.
TheCable found several comments by Nigerians on social media linking the outbreak to Gates.",,conspiracy,"conspiracy,alternative-cures,case-reporting,treatment",conspiracy,,"alternative-cures,case-reporting,treatment",diphtheria,diphtheria,,,,negative,negative,,,
